"Enrichment.FDR";"Genes.in.list";"Total.genes";"Functional.Category";"Genes";"species";"feature"
0.00259443216681543;4;26;"Pyrimidine nucleoside biosynthetic process ";"AT4G09320 AT4G11010 AT4G23900 AT5G63310";"A. thaliana";"RCD"
0.00259443216681543;4;26;"Regulation of auxin polar transport ";"AT1G69960 AT2G19620 AT5G11790 AT5G56750";"A. thaliana";"RCD"
0.00263227761901196;6;66;"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process ";"AT1G02980 AT1G26830 AT1G43140 AT1G69670 AT4G02570 AT5G46210";"A. thaliana";"RCD"
0.00263400821723456;3;12;"Cellular response to sulfate starvation ";"AT1G20620 AT1G20630 AT4G35090";"A. thaliana";"RCD"
0.00263400821723456;3;12;"Peroxisome fission ";"AT3G57090 AT5G12390 AT4G33650";"A. thaliana";"RCD"
0.00263400821723456;3;12;"Cellular response to light intensity ";"AT1G08830 AT2G28190 AT5G18100";"A. thaliana";"RCD"
0.00276540307236797;5;45;"Purine ribonucleoside metabolic process ";"AT4G09320 AT4G11010 AT4G23900 AT5G63310 AT4G15415";"A. thaliana";"RCD"
0.00276540307236797;52;1918;"System development ";"AT2G29960 AT4G15415 AT3G56350 AT5G45890 AT1G05180 AT1G47240 AT1G48630 AT2G15790 AT2G42500 AT2G43790 AT3G18130 AT3G45640 AT4G18710 AT1G04020 AT1G04630 AT1G07880 AT1G10130 AT1G18080 AT1G26830 AT1G35720 AT1G55540 AT1G77180 AT1G80410 AT2G18470 AT2G19560 AT2G23070 AT3G07880 AT3G10920 AT3G12070 AT3G16640 AT3G44110 AT3G44680 AT3G48750 AT3G63310 AT4G02570 AT4G05530 AT4G30160 AT5G12210 AT5G16780 AT5G16850 AT5G17400 AT5G27540 AT5G40770 AT5G45900 AT5G46210 AT5G50260 AT5G56450 AT5G57020 AT5G58710 AT5G60660 AT5G63110 AT5G65020";"A. thaliana";"RCD"
0.00276979536491703;9;146;"Pollen tube growth ";"AT1G68090 AT1G61290 AT1G09080 AT1G20090 AT1G75840 AT3G09840 AT3G16640 AT3G51300 AT5G27540";"A. thaliana";"RCD"
0.0027910686558967;13;273;"Posttranscriptional regulation of gene expression ";"AT1G18080 AT1G48630 AT3G18130 AT5G18410 AT1G13950 AT1G26630 AT1G69410 AT1G08830 AT2G28190 AT2G19430 AT5G63110 AT3G08720 AT3G08730";"A. thaliana";"RCD"
0.00280304152608797;6;67;"Hyperosmotic response ";"AT1G57870 AT5G14640 AT1G06390 AT4G01370 AT5G26751 AT5G65010";"A. thaliana";"RCD"
0.00286010888813596;17;416;"Regulation of signal transduction ";"AT4G16660 AT1G02100 AT1G13460 AT3G21650 AT5G62880 AT1G18080 AT1G48630 AT3G06110 AT3G18130 AT5G53000 AT2G45000 AT1G10430 AT1G25490 AT2G19430 AT4G18710 AT4G35020 AT3G48040";"A. thaliana";"RCD"
0.00291425805012787;12;241;"Cell morphogenesis involved in differentiation ";"AT1G68090 AT1G61290 AT1G09080 AT4G15415 AT1G20090 AT1G75840 AT2G35110 AT3G09840 AT3G16640 AT3G51300 AT5G18410 AT5G27540";"A. thaliana";"RCD"
0.00297284731072774;18;455;"Developmental growth ";"AT1G68090 AT1G61290 AT1G09080 AT1G47240 AT1G20090 AT1G75840 AT3G07880 AT3G09840 AT3G16640 AT3G19820 AT3G51300 AT3G63310 AT4G05530 AT4G24190 AT4G30160 AT5G16850 AT5G27540 AT5G60660";"A. thaliana";"RCD"
0.00318277387587873;14;312;"Pollination ";"AT1G68090 AT1G61290 AT1G09080 AT2G43790 AT3G45640 AT5G16500 AT1G20090 AT1G75840 AT3G09840 AT3G16640 AT3G51300 AT3G61710 AT5G27540 AT5G48030";"A. thaliana";"RCD"
0.00318277387587873;14;312;"Multi-multicellular organism process ";"AT1G68090 AT1G61290 AT1G09080 AT2G43790 AT3G45640 AT5G16500 AT1G20090 AT1G75840 AT3G09840 AT3G16640 AT3G51300 AT3G61710 AT5G27540 AT5G48030";"A. thaliana";"RCD"
0.00325973549918123;8;121;"Vesicle organization ";"AT1G08560 AT1G61290 AT2G18260 AT3G03800 AT3G11820 AT3G52400 AT4G03330 AT5G08080";"A. thaliana";"RCD"
0.00327423820258592;86;3588;"Regulation of metabolic process ";"AT1G01560 AT1G03190 AT1G04020 AT1G07880 AT1G10210 AT1G13460 AT1G18080 AT1G47710 AT1G48630 AT1G59580 AT1G62170 AT1G64030 AT2G14540 AT2G16600 AT2G18170 AT2G19560 AT2G21130 AT2G23150 AT2G25240 AT2G26390 AT2G27470 AT2G31610 AT2G35580 AT2G42880 AT2G43790 AT2G46070 AT3G09880 AT3G18130 AT3G21650 AT3G26020 AT3G26030 AT3G44680 AT3G45220 AT3G45640 AT3G46140 AT3G53870 AT3G54930 AT3G59790 AT4G01370 AT4G11330 AT4G13020 AT4G15415 AT4G34870 AT4G36450 AT4G38130 AT5G03470 AT5G06830 AT5G18410 AT5G19990 AT5G20000 AT5G35530 AT5G41360 AT5G41370 AT5G63110 AT5G67330 AT1G77180 AT2G35110 AT3G53230 AT1G13320 AT1G13950 AT1G25490 AT1G26630 AT1G55150 AT1G69410 AT3G06110 AT3G25800 AT3G51880 AT3G55070 AT5G64420 AT1G08830 AT2G28190 AT1G63900 AT1G10430 AT2G19430 AT2G41980 AT3G54230 AT3G58040 AT4G09000 AT4G38740 AT5G10450 AT5G38480 AT5G65430 AT2G24500 AT3G08720 AT3G08730 AT4G31420";"A. thaliana";"RCD"
1.48463633183145e-93;163;683;"Cell cycle ";"AT1G04020 AT1G06590 AT1G07270 AT1G08260 AT1G08400 AT1G14750 AT1G17720 AT1G20010 AT1G49910 AT1G51690 AT1G61000 AT1G63990 AT1G64350 AT1G64740 AT1G65010 AT1G75780 AT1G77600 AT1G79890 AT2G06510 AT2G22490 AT2G24490 AT2G25880 AT2G26760 AT2G27120 AT2G29550 AT2G29680 AT2G31970 AT2G32590 AT2G32900 AT2G35630 AT2G40550 AT2G41350 AT2G44510 AT2G44580 AT2G45280 AT2G47980 AT3G02920 AT3G12280 AT3G13170 AT3G19590 AT3G22880 AT3G25100 AT3G47690 AT3G47700 AT3G48750 AT3G57060 AT3G61650 AT4G14960 AT4G15890 AT4G17380 AT4G17760 AT4G19130 AT4G20890 AT4G27595 AT4G31880 AT4G32190 AT4G32830 AT4G35620 AT4G36390 AT4G37490 AT5G02820 AT5G05560 AT5G05620 AT5G05970 AT5G06830 AT5G11340 AT5G12250 AT5G16690 AT5G16730 AT5G20850 AT5G23860 AT5G25380 AT5G27620 AT5G37630 AT5G41360 AT5G41370 AT5G44340 AT5G47690 AT5G48520 AT5G49880 AT5G51340 AT5G52910 AT5G54670 AT5G60930 AT5G62500 AT5G65420 AT5G66130 AT5G67100 AT5G67270 AT3G25980 AT1G08560 AT1G09770 AT1G18040 AT1G44900 AT1G66750 AT1G78770 AT2G01910 AT2G07690 AT2G16440 AT2G18290 AT2G20000 AT2G20190 AT2G27170 AT2G27600 AT2G38720 AT2G39090 AT2G45490 AT3G02980 AT3G09660 AT3G15150 AT3G16320 AT3G19210 AT3G47460 AT3G48150 AT3G54630 AT3G54670 AT3G60840 AT4G02060 AT4G02570 AT4G05440 AT4G11920 AT4G13020 AT4G22910 AT4G26760 AT4G33260 AT4G33270 AT5G10270 AT5G13840 AT5G15920 AT5G22110 AT5G26900 AT5G27080 AT5G27570 AT5G44635 AT5G46280 AT5G48600 AT5G51600 AT5G55230 AT5G62410 AT5G63370 AT5G63920 AT5G64960 AT2G23080 AT3G51800 AT3G09880 AT3G17360 AT3G19050 AT5G03470 AT5G58230 AT1G05180 AT1G09630 AT1G13980 AT2G20580 AT3G23580 AT3G27060 AT3G63130 AT3G63480 AT4G01370 AT5G56580 AT5G64520 AT1G07370 AT1G73690 AT2G18040";"A. thaliana";"SPS"
4.42716703369118e-69;228;1934;"Organelle organization ";"AT1G03190 AT1G04020 AT1G06590 AT1G07745 AT1G08400 AT1G08560 AT1G13210 AT1G14750 AT1G14850 AT1G16970 AT1G17500 AT1G20010 AT1G20090 AT1G26130 AT1G26670 AT1G48050 AT1G49910 AT1G54280 AT1G59820 AT1G60490 AT1G60500 AT1G61000 AT1G61290 AT1G63990 AT1G64350 AT1G64740 AT1G65010 AT1G68710 AT1G72700 AT1G75780 AT1G75840 AT1G77600 AT1G79890 AT1G80670 AT2G06510 AT2G17800 AT2G18260 AT2G19560 AT2G19670 AT2G22040 AT2G22490 AT2G24490 AT2G25880 AT2G26760 AT2G27470 AT2G27600 AT2G29550 AT2G30050 AT2G31970 AT2G32590 AT2G32900 AT2G33210 AT2G35110 AT2G35630 AT2G39460 AT2G40550 AT2G41350 AT2G41620 AT2G44510 AT2G44580 AT2G44690 AT2G45280 AT2G45710 AT2G47980 AT3G01340 AT3G02920 AT3G02980 AT3G03800 AT3G10070 AT3G11820 AT3G13170 AT3G13860 AT3G13900 AT3G18140 AT3G19590 AT3G20810 AT3G22880 AT3G23990 AT3G25100 AT3G25610 AT3G27870 AT3G29100 AT3G44680 AT3G47690 AT3G47700 AT3G48040 AT3G50360 AT3G51300 AT3G52400 AT3G55280 AT3G57060 AT3G57300 AT3G57350 AT3G61110 AT3G61111 AT3G61650 AT3G61710 AT4G02650 AT4G03330 AT4G14960 AT4G15890 AT4G17380 AT4G19130 AT4G20890 AT4G27595 AT4G28950 AT4G29510 AT4G31120 AT4G31880 AT4G32190 AT4G32830 AT4G35020 AT4G35620 AT4G35950 AT4G37010 AT4G37490 AT4G38130 AT5G02820 AT5G05560 AT5G05620 AT5G05970 AT5G08080 AT5G11340 AT5G12250 AT5G16730 AT5G16800 AT5G20850 AT5G23860 AT5G25380 AT5G37630 AT5G39510 AT5G39630 AT5G41360 AT5G41370 AT5G44340 AT5G45970 AT5G47690 AT5G47930 AT5G48520 AT5G49880 AT5G51200 AT5G51340 AT5G54670 AT5G60930 AT5G62500 AT5G62880 AT5G63110 AT5G63920 AT5G65420 AT5G67270 AT2G06530 AT2G20190 AT2G23080 AT2G29890 AT2G45490 AT3G25980 AT3G57410 AT4G29160 AT4G30160 AT5G09260 AT5G51600 AT5G55230 AT1G04820 AT1G14690 AT1G44900 AT1G50010 AT1G54390 AT1G79810 AT2G01910 AT2G16440 AT2G19480 AT2G27170 AT2G38720 AT2G41740 AT3G05530 AT3G13782 AT3G22590 AT3G24010 AT3G47460 AT3G48150 AT3G54670 AT3G60840 AT4G02060 AT4G26110 AT4G26760 AT5G14170 AT5G15920 AT5G19770 AT5G19780 AT5G44635 AT5G48600 AT5G56950 AT5G57320 AT5G58230 AT5G61140 AT5G62250 AT5G62410 AT5G62690 AT5G62700 AT5G65780 AT1G14400 AT2G02760 AT2G18000 AT3G09880 AT5G03470 AT1G05180 AT1G09020 AT1G10430 AT1G15130 AT1G75950 AT2G16390 AT2G26300 AT3G09660 AT3G12280 AT3G48750 AT3G63480 AT4G01370 AT4G05440 AT4G16144 AT4G16340 AT5G39500 AT5G40770 AT5G48030 AT5G56580 AT5G64520 AT2G07690 AT3G51880 AT5G46280";"A. thaliana";"SPS"
3.01176597584124e-67;343;4203;"Cellular protein metabolic process ";"AT1G02080 AT1G02980 AT1G03930 AT1G03960 AT1G04020 AT1G04440 AT1G04810 AT1G04860 AT1G05180 AT1G05890 AT1G06590 AT1G09150 AT1G13060 AT1G13460 AT1G14400 AT1G14750 AT1G15390 AT1G15920 AT1G17720 AT1G18040 AT1G18070 AT1G18080 AT1G18350 AT1G20200 AT1G21720 AT1G23260 AT1G23410 AT1G26830 AT1G29150 AT1G30270 AT1G35625 AT1G35630 AT1G43140 AT1G45000 AT1G47250 AT1G47710 AT1G48630 AT1G50490 AT1G51690 AT1G53850 AT1G54450 AT1G55530 AT1G55750 AT1G56450 AT1G60490 AT1G62170 AT1G64030 AT1G64520 AT1G65350 AT1G66750 AT1G69670 AT1G70660 AT1G72710 AT1G73066 AT1G73690 AT1G75990 AT1G77440 AT1G80780 AT2G02760 AT2G03410 AT2G05840 AT2G14540 AT2G16090 AT2G17360 AT2G18290 AT2G18470 AT2G19470 AT2G19670 AT2G20580 AT2G22490 AT2G25240 AT2G26390 AT2G26760 AT2G27020 AT2G30050 AT2G31510 AT2G31760 AT2G32070 AT2G32410 AT2G32730 AT2G34650 AT2G35580 AT2G36060 AT2G36170 AT2G38910 AT2G41790 AT2G44510 AT2G44680 AT2G47110 AT3G01340 AT3G02980 AT3G08720 AT3G08730 AT3G08850 AT3G09790 AT3G09880 AT3G10070 AT3G11270 AT3G13330 AT3G14290 AT3G18130 AT3G20060 AT3G20630 AT3G20810 AT3G21650 AT3G22110 AT3G22630 AT3G23000 AT3G23340 AT3G25840 AT3G26020 AT3G26030 AT3G26340 AT3G27430 AT3G27710 AT3G44680 AT3G45220 AT3G48750 AT3G51260 AT3G51850 AT3G52560 AT3G52590 AT3G53640 AT3G53970 AT3G54930 AT3G55070 AT3G57470 AT3G60250 AT3G60820 AT3G61420 AT3G62250 AT4G02570 AT4G02890 AT4G05050 AT4G05320 AT4G05420 AT4G09560 AT4G14340 AT4G14800 AT4G15165 AT4G15415 AT4G16144 AT4G17270 AT4G17640 AT4G19006 AT4G21100 AT4G24820 AT4G26070 AT4G26100 AT4G26400 AT4G28470 AT4G29380 AT4G29510 AT4G29810 AT4G31120 AT4G31300 AT4G34370 AT4G35620 AT4G36390 AT4G37490 AT4G38130 AT4G38630 AT5G01770 AT5G03240 AT5G03470 AT5G04510 AT5G05080 AT5G05560 AT5G05780 AT5G05920 AT5G06830 AT5G07090 AT5G09900 AT5G10270 AT5G10960 AT5G11340 AT5G15200 AT5G16800 AT5G18940 AT5G20620 AT5G23400 AT5G23540 AT5G25380 AT5G27620 AT5G28850 AT5G28900 AT5G35410 AT5G35430 AT5G35590 AT5G39440 AT5G39850 AT5G40580 AT5G41360 AT5G41370 AT5G42790 AT5G43010 AT5G43320 AT5G44090 AT5G44100 AT5G45620 AT5G46210 AT5G47080 AT5G47540 AT5G56580 AT5G57015 AT5G57630 AT5G58420 AT5G62540 AT5G63110 AT5G63370 AT5G64760 AT5G64960 AT5G65420 AT5G66140 AT1G09020 AT1G59580 AT1G64230 AT1G79810 AT2G16740 AT2G25880 AT2G43790 AT2G45490 AT2G46070 AT3G06483 AT3G08690 AT3G15150 AT3G19980 AT3G23610 AT3G45640 AT3G53030 AT4G01370 AT4G24740 AT4G27960 AT4G32660 AT4G32830 AT5G41700 AT5G53300 AT5G56150 AT1G01560 AT1G02100 AT1G03190 AT1G04510 AT1G07770 AT1G07880 AT1G09100 AT1G10210 AT1G10430 AT1G13320 AT1G13350 AT1G13950 AT1G25490 AT1G26630 AT1G29550 AT1G29590 AT1G29780 AT1G50030 AT1G50370 AT1G59830 AT1G69410 AT1G69960 AT1G71860 AT1G75950 AT1G78770 AT2G18040 AT2G18170 AT2G20000 AT2G20140 AT2G23070 AT2G23080 AT2G25070 AT2G26980 AT2G29400 AT2G31610 AT2G33340 AT2G34210 AT2G39090 AT2G39460 AT2G39590 AT2G39840 AT2G42500 AT2G42810 AT2G42880 AT2G45710 AT3G05530 AT3G06110 AT3G13550 AT3G16320 AT3G22590 AT3G25800 AT3G44850 AT3G46040 AT3G46820 AT3G48150 AT3G50000 AT3G53570 AT3G53870 AT3G55280 AT3G58500 AT3G59790 AT3G59830 AT3G61110 AT3G61111 AT3G61140 AT4G08350 AT4G11240 AT4G11330 AT4G11920 AT4G13020 AT4G14110 AT4G18950 AT4G19110 AT4G22910 AT4G29040 AT4G31860 AT4G33260 AT4G33270 AT4G34210 AT4G34470 AT4G36450 AT5G10790 AT5G13840 AT5G21170 AT5G22840 AT5G26900 AT5G27080 AT5G27570 AT5G35530 AT5G35620 AT5G42190 AT5G43380 AT5G44450 AT5G47760 AT5G47930 AT5G58290 AT5G59160 AT5G59850 AT5G63860 AT5G67380 AT2G18000 AT2G16390 AT3G12580 AT4G11260 AT4G23570";"A. thaliana";"SPS"
2.31089912062213e-62;307;3619;"Cellular component organization or biogenesis ";"AT1G03190 AT1G04020 AT1G04510 AT1G06590 AT1G07745 AT1G08400 AT1G08560 AT1G09100 AT1G09150 AT1G13210 AT1G14750 AT1G14850 AT1G16970 AT1G17500 AT1G18070 AT1G20010 AT1G20090 AT1G26130 AT1G26670 AT1G29150 AT1G45000 AT1G48050 AT1G49910 AT1G53750 AT1G54280 AT1G59820 AT1G60490 AT1G60500 AT1G61000 AT1G61290 AT1G63990 AT1G64350 AT1G64740 AT1G65010 AT1G68090 AT1G68710 AT1G72700 AT1G75780 AT1G75840 AT1G77600 AT1G77680 AT1G79890 AT1G80670 AT2G06510 AT2G17800 AT2G18260 AT2G19560 AT2G19670 AT2G22040 AT2G22490 AT2G24490 AT2G25880 AT2G26060 AT2G26760 AT2G27470 AT2G27600 AT2G29550 AT2G30050 AT2G31970 AT2G32590 AT2G32900 AT2G33210 AT2G33340 AT2G35110 AT2G35630 AT2G37990 AT2G39460 AT2G40360 AT2G40550 AT2G41350 AT2G41620 AT2G44510 AT2G44580 AT2G44690 AT2G45280 AT2G45710 AT2G47980 AT3G01340 AT3G02920 AT3G02980 AT3G03110 AT3G03800 AT3G05530 AT3G08850 AT3G10070 AT3G11820 AT3G13170 AT3G13860 AT3G13900 AT3G18140 AT3G19590 AT3G20810 AT3G22590 AT3G22880 AT3G23990 AT3G25100 AT3G25610 AT3G27870 AT3G29100 AT3G44680 AT3G44850 AT3G47690 AT3G47700 AT3G48040 AT3G50360 AT3G51300 AT3G51800 AT3G52400 AT3G53030 AT3G55280 AT3G57060 AT3G57150 AT3G57300 AT3G57350 AT3G61110 AT3G61111 AT3G61650 AT3G61710 AT4G02650 AT4G03330 AT4G14960 AT4G15890 AT4G17380 AT4G19006 AT4G19130 AT4G20890 AT4G27595 AT4G28950 AT4G29510 AT4G31120 AT4G31880 AT4G32190 AT4G32830 AT4G32990 AT4G35020 AT4G35620 AT4G35950 AT4G37010 AT4G37490 AT4G38130 AT4G38630 AT5G01770 AT5G02820 AT5G04930 AT5G05560 AT5G05620 AT5G05970 AT5G08080 AT5G11340 AT5G12250 AT5G14520 AT5G16690 AT5G16730 AT5G16780 AT5G16800 AT5G17020 AT5G19990 AT5G20000 AT5G20850 AT5G22840 AT5G23860 AT5G25380 AT5G37630 AT5G39510 AT5G39630 AT5G41360 AT5G41370 AT5G43010 AT5G44340 AT5G45620 AT5G45970 AT5G47690 AT5G47930 AT5G48520 AT5G49880 AT5G51200 AT5G51340 AT5G54670 AT5G57950 AT5G58290 AT5G60930 AT5G62500 AT5G62880 AT5G63110 AT5G63920 AT5G65420 AT5G67270 AT2G06530 AT2G20190 AT2G23080 AT2G29890 AT2G45490 AT3G12160 AT3G25980 AT3G57410 AT4G29160 AT4G30160 AT5G09260 AT5G51600 AT5G55230 AT1G04820 AT1G10300 AT1G13950 AT1G14690 AT1G26630 AT1G44900 AT1G50010 AT1G50920 AT1G54390 AT1G69410 AT1G73960 AT1G79810 AT2G01910 AT2G16440 AT2G19480 AT2G27170 AT2G38720 AT2G41740 AT3G08530 AT3G11130 AT3G13782 AT3G15180 AT3G24010 AT3G47460 AT3G48150 AT3G50240 AT3G54670 AT3G60840 AT4G02060 AT4G14110 AT4G26110 AT4G26760 AT5G13830 AT5G14170 AT5G14580 AT5G15550 AT5G15920 AT5G19770 AT5G19780 AT5G44635 AT5G47820 AT5G48600 AT5G56950 AT5G57320 AT5G58230 AT5G61140 AT5G62250 AT5G62410 AT5G62690 AT5G62700 AT5G65780 AT1G14400 AT1G18080 AT1G48630 AT2G02760 AT2G18000 AT3G09880 AT4G15415 AT5G03470 AT1G01200 AT1G05180 AT1G06400 AT1G07410 AT1G09020 AT1G10430 AT1G13980 AT1G15130 AT1G28550 AT1G50030 AT1G64520 AT1G75950 AT2G16390 AT2G26300 AT2G34650 AT2G36910 AT2G44610 AT3G09660 AT3G12280 AT3G15060 AT3G19820 AT3G28780 AT3G48750 AT3G63480 AT4G01370 AT4G05440 AT4G11920 AT4G16144 AT4G16340 AT4G18800 AT4G22910 AT4G29040 AT4G39990 AT5G07830 AT5G39500 AT5G40770 AT5G45750 AT5G48030 AT5G56010 AT5G56030 AT5G56580 AT5G59150 AT5G63370 AT5G64520 AT5G65270 AT2G07690 AT3G51880 AT5G46280";"A. thaliana";"SPS"
1.04917538555171e-60;351;4644;"Protein metabolic process ";"AT1G02080 AT1G02980 AT1G03930 AT1G03960 AT1G04020 AT1G04440 AT1G04810 AT1G04860 AT1G05180 AT1G05890 AT1G06590 AT1G09150 AT1G13060 AT1G13460 AT1G14400 AT1G14750 AT1G15390 AT1G15920 AT1G17720 AT1G18040 AT1G18070 AT1G18080 AT1G18350 AT1G20200 AT1G21720 AT1G23260 AT1G23410 AT1G26830 AT1G29150 AT1G30270 AT1G35625 AT1G35630 AT1G43140 AT1G45000 AT1G47250 AT1G47710 AT1G48630 AT1G50490 AT1G51690 AT1G53850 AT1G54450 AT1G55530 AT1G55750 AT1G56450 AT1G60490 AT1G62170 AT1G64030 AT1G64520 AT1G65350 AT1G66750 AT1G69670 AT1G70660 AT1G72710 AT1G73066 AT1G73690 AT1G75990 AT1G77440 AT1G80780 AT2G02760 AT2G03410 AT2G05840 AT2G14540 AT2G16090 AT2G17360 AT2G18290 AT2G18470 AT2G19470 AT2G19670 AT2G20580 AT2G22490 AT2G25240 AT2G26390 AT2G26760 AT2G27020 AT2G30050 AT2G31510 AT2G31760 AT2G32070 AT2G32410 AT2G32730 AT2G34650 AT2G35580 AT2G36060 AT2G36170 AT2G38910 AT2G41790 AT2G44510 AT2G44680 AT2G47110 AT3G01340 AT3G02980 AT3G08720 AT3G08730 AT3G08850 AT3G09790 AT3G09880 AT3G10070 AT3G11270 AT3G13330 AT3G14290 AT3G18130 AT3G20060 AT3G20630 AT3G20810 AT3G21650 AT3G22110 AT3G22630 AT3G23000 AT3G23340 AT3G25840 AT3G26020 AT3G26030 AT3G26340 AT3G27430 AT3G27710 AT3G44680 AT3G45220 AT3G48750 AT3G51260 AT3G51850 AT3G52560 AT3G52590 AT3G53640 AT3G53970 AT3G54930 AT3G55070 AT3G57470 AT3G60250 AT3G60820 AT3G61420 AT3G62250 AT4G02570 AT4G02890 AT4G05050 AT4G05320 AT4G05420 AT4G09560 AT4G14340 AT4G14800 AT4G15165 AT4G15415 AT4G16144 AT4G17270 AT4G17640 AT4G19006 AT4G21100 AT4G24820 AT4G26070 AT4G26100 AT4G26400 AT4G28470 AT4G29380 AT4G29510 AT4G29810 AT4G31120 AT4G31300 AT4G34370 AT4G35620 AT4G36390 AT4G37490 AT4G38130 AT4G38630 AT5G01770 AT5G03240 AT5G03470 AT5G04510 AT5G05080 AT5G05560 AT5G05780 AT5G05920 AT5G06830 AT5G07090 AT5G09900 AT5G10270 AT5G10960 AT5G11340 AT5G15200 AT5G16800 AT5G18940 AT5G20620 AT5G23400 AT5G23540 AT5G25380 AT5G27620 AT5G28850 AT5G28900 AT5G35410 AT5G35430 AT5G35590 AT5G39440 AT5G39850 AT5G40580 AT5G41360 AT5G41370 AT5G42790 AT5G43010 AT5G43320 AT5G44090 AT5G44100 AT5G45620 AT5G46210 AT5G47080 AT5G47540 AT5G56580 AT5G57015 AT5G57630 AT5G58420 AT5G62540 AT5G63110 AT5G63370 AT5G64760 AT5G64960 AT5G65420 AT5G66140 AT1G09020 AT1G59580 AT1G64230 AT1G79810 AT2G16740 AT2G25880 AT2G43790 AT2G45490 AT2G46070 AT3G06483 AT3G08690 AT3G15150 AT3G19980 AT3G23610 AT3G45640 AT3G53030 AT4G01370 AT4G24740 AT4G27960 AT4G32660 AT4G32830 AT5G41700 AT5G53300 AT5G56150 AT1G01560 AT1G02100 AT1G03190 AT1G04510 AT1G06900 AT1G07770 AT1G07880 AT1G09100 AT1G10210 AT1G10430 AT1G13320 AT1G13350 AT1G13950 AT1G25490 AT1G26630 AT1G29550 AT1G29590 AT1G29780 AT1G50030 AT1G50370 AT1G53750 AT1G59830 AT1G69410 AT1G69960 AT1G71860 AT1G73960 AT1G75950 AT1G78770 AT2G18040 AT2G18170 AT2G20000 AT2G20140 AT2G22950 AT2G23070 AT2G23080 AT2G25070 AT2G26980 AT2G29400 AT2G31610 AT2G33340 AT2G34210 AT2G39090 AT2G39460 AT2G39590 AT2G39840 AT2G42500 AT2G42810 AT2G42880 AT2G45710 AT3G05530 AT3G06110 AT3G13550 AT3G16320 AT3G22590 AT3G25800 AT3G44850 AT3G46040 AT3G46820 AT3G48150 AT3G50000 AT3G53570 AT3G53870 AT3G55280 AT3G58500 AT3G59790 AT3G59830 AT3G61110 AT3G61111 AT3G61140 AT4G08350 AT4G11240 AT4G11330 AT4G11920 AT4G13020 AT4G14110 AT4G18950 AT4G19110 AT4G22910 AT4G29040 AT4G31860 AT4G33260 AT4G33270 AT4G34210 AT4G34470 AT4G36450 AT5G10790 AT5G13840 AT5G19990 AT5G20000 AT5G21170 AT5G22840 AT5G26900 AT5G27080 AT5G27570 AT5G27660 AT5G35530 AT5G35620 AT5G42190 AT5G43380 AT5G44450 AT5G47760 AT5G47930 AT5G58290 AT5G59160 AT5G59850 AT5G63860 AT5G67380 AT2G18000 AT2G16390 AT3G12580 AT4G11260 AT4G23570 AT2G41110";"A. thaliana";"SPS"
